"","GII.Rank","Country","GenIneq","Matmort","AdolBR","ParlPres","SecEduFem","SecEduMal","LabFFem","LabFMal","edu2Ratio","labRatio","HDI.Rank","HumDevIn","LifeExp","ExpEdu","MeanEdu","GNI","GNIRank"
"132",132,"Bhutan",0.457,120,40.9,8.3,34,34.5,66.7,77.2,1.01470588235294,0.863989637305699,132,0.605,69.5,12.6,3,"7,176",-17
"133",133,"Timor-Leste",NA,270,52.2,38.5,NA,NA,24.6,50.8,NA,0.484251968503937,133,0.595,68.2,11.7,4.4,"5,363",-6
"134",134,"Syrian Arab Republic",0.533,49,41.6,12.4,29.5,40.5,13.5,72.7,1.3728813559322,0.185694635488308,134,0.594,69.6,12.3,6.3,"2,728",21
"135",134,"Vanuatu",NA,86,44.8,0,NA,NA,61.5,80,NA,0.76875,134,0.594,71.9,10.6,6.8,"2,803",19
"136",136,"Congo",0.593,410,126.7,11.5,39.7,47,68.5,73,1.18387909319899,0.938356164383562,136,0.591,62.3,11.1,6.1,"6,012",-14
"137",137,"Kiribati",NA,130,16.6,8.7,NA,NA,NA,NA,NA,NA,137,0.59,66,12.3,7.8,"2,434",21
"138",138,"Equatorial Guinea",NA,290,112.6,19.7,NA,NA,80.7,92.2,NA,0.87527114967462,138,0.587,57.6,9,5.5,"21,056",-84
"139",139,"Zambia",0.587,280,125.4,12.7,25.8,44,73.1,85.6,1.70542635658915,0.853971962616822,139,0.586,60.1,13.5,6.6,"3,734",2
"140",140,"Ghana",0.554,380,58.4,10.9,45.2,64.7,67.3,71.4,1.43141592920354,0.942577030812325,140,0.579,61.4,11.5,7,"3,852",-1
"141",141,"Lao People's Democratic Republic",NA,NA,65,25,22.9,37,76.3,79.1,1.61572052401747,0.964601769911504,141,0.575,66.2,10.6,5,"4,680",-6
"142",142,"Bangladesh",0.503,170,80.6,20,34.1,41.3,57.4,84.1,1.21114369501466,0.682520808561237,142,0.57,71.6,10,5.1,"3,191",5
"143",143,"Cambodia",0.477,170,44.3,19,9.9,22.9,78.8,86.5,2.31313131313131,0.910982658959538,143,0.555,68.4,10.9,4.4,"2,949",7
"144",143,"Sao Tome and Principe",NA,210,65.1,18.2,NA,NA,45.3,77.8,NA,0.582262210796915,143,0.555,66.5,11.3,4.7,"2,918",8
"145",145,"Kenya",0.552,400,93.6,20.8,25.3,31.4,62.2,72.4,1.24110671936759,0.859116022099447,145,0.548,61.6,11,6.3,"2,762",9
"146",145,"Nepal",0.489,190,73.7,29.5,17.7,38.2,79.9,87.1,2.15819209039548,0.917336394948335,145,0.548,69.6,12.4,3.3,"2,311",16
"147",147,"Pakistan",0.536,170,27.3,19.7,19.3,46.1,24.6,82.9,2.38860103626943,0.296743063932449,147,0.538,66.2,7.8,4.7,"4,866",-14
"148",148,"Myanmar",0.413,200,12.1,4.7,22.9,15.3,75.2,82.3,0.668122270742358,0.913730255164034,148,0.536,65.9,8.6,4.1,"4,608",-12
"149",149,"Angola",NA,460,170.2,36.8,NA,NA,63.3,76.9,NA,0.823146944083225,149,0.532,52.3,11.4,4.7,"6,822",-30
"150",150,"Swaziland",0.557,310,72,14.7,21.9,26,43.9,71.6,1.18721461187215,0.613128491620112,150,0.531,49,11.3,7.1,"5,542",-25
"151",151,"Tanzania (United Republic of)",0.547,410,122.7,36,5.6,9.5,88.1,90.2,1.69642857142857,0.976718403547672,151,0.521,65,9.2,5.1,"2,411",8
"152",152,"Nigeria",NA,560,119.6,6.6,NA,NA,48.2,63.7,NA,0.756671899529042,152,0.514,52.8,9,5.9,"5,341",-24
"153",153,"Cameroon",0.587,590,115.8,27.1,21.3,34.9,63.8,76.8,1.63849765258216,0.830729166666667,153,0.512,55.5,10.4,6,"2,803",-1
"154",154,"Madagascar",NA,440,122.8,20.5,NA,NA,86.6,90.5,NA,0.956906077348066,154,0.51,65.1,10.3,6,"1,328",24
"155",155,"Zimbabwe",0.504,470,60.3,35.1,48.7,62,83.2,89.7,1.27310061601643,0.927536231884058,155,0.509,57.5,10.9,7.3,"1,615",13
"156",156,"Mauritania",0.61,320,73.3,22.2,8.3,20.9,28.7,79.1,2.51807228915663,0.36283185840708,156,0.506,63.1,8.5,3.8,"3,560",-14
"157",156,"Solomon Islands",NA,130,64.9,2,NA,NA,53.4,79,NA,0.675949367088608,156,0.506,67.9,9.2,5,"1,540",16
"158",158,"Papua New Guinea",0.611,220,62.1,2.7,7.6,14.5,70.5,74,1.90789473684211,0.952702702702703,158,0.505,62.6,9.9,4,"2,463",-1
"159",159,"Comoros",NA,350,51.1,3,NA,NA,35.2,80.1,NA,0.439450686641698,159,0.503,63.3,11.5,4.6,"1,456",16
"160",160,"Yemen",0.744,270,47,0.7,8.6,26.7,25.4,72.2,3.1046511627907,0.35180055401662,160,0.498,63.8,9.2,2.6,"3,519",-17
"161",161,"Lesotho",0.541,490,89.4,26.8,21.9,19,59,73.5,0.867579908675799,0.802721088435374,161,0.497,49.8,11.1,5.9,"3,306",-16
